r_fighter,b_fighter,r_kd,b_kd,r_sig_str,b_sig_str,r_sig_str_per,b_sig_str_per,r_total_str,b_total_str,r_td,b_td,r_td_per,b_td_per,r_sub_att,b_sub_att,r_rev,b_rev,r_ctrl,b_ctrl,r_sig_head,b_sig_head,r_sig_body,b_sig_body,r_sig_leg,b_sig_leg,r_distance,b_distance,r_clinch,b_clinch,r_ground,b_ground,winner,title_bout,win_con,weight_class,num_rounds,round_length,r_str_acc,b_str_acc,r_distance_acc,b_distance_acc,r_head_acc,b_head_acc,r_body_acc,b_body_acc,r_leg_acc,b_leg_acc,r_ground_acc,b_ground_acc,r_clinch_acc
Daniel Kelly,Tom Breese,0,1,6,23,0.21,0.52,6,23,0 of 0,0 of 0,0.0,0.0,0,0,0,0,0,1,0.05263157894736842,0.5121951219512195,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,6,22,0,0,0,1,b,False,KO/TKO,Middleweight,1,3,0.21428571428571427,0.5227272727272727,0.21428571428571427,0.5238095238095238,0.05263157894736842,0.5121951219512195,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.5,0.0
Lina Lansberg,Gina Mazany,0,0,40,38,0.53,0.42,81,112,1 of 1,2 of 2,1.0,1.0,0,0,0,0,451,181,0.16666666666666666,0.21428571428571427,1.0,0.8333333333333334,0.0,0.0,3,11,6,5,0,0,r,False,Decision - Unanimous,Women's Bantamweight,3,5,0.648,0.6292134831460674,0.125,0.3235294117647059,0.16666666666666666,0.21428571428571427,1.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.8571428571428571
Brad Scott,Carlo Pedersoli Jr.,1,0,58,67,0.37,0.37,63,68,0 of 0,3 of 4,0.0,0.75,0,0,0,0,1,86,0.32432432432432434,0.27450980392156865,0.6,0.7,0.6666666666666666,0.5,20,20,0,0,0,2,b,False,Decision - Split,Welterweight,3,5,0.39375,0.3756906077348066,0.4,0.3333333333333333,0.32432432432432434,0.27450980392156865,0.6,0.7,0.6666666666666666,0.5,0.0,0.6666666666666666,0.0
Gillian Robertson,Molly McCann,0,0,17,10,0.34,0.3,26,10,2 of 4,0 of 0,0.5,0.0,1,0,0,0,272,2,0.25,0.6666666666666666,0.0,0.0,0.0,0.0,0,4,0,0,1,0,r,False,Submission,Women's Flyweight,2,2,0.43333333333333335,0.30303030303030304,0.0,0.6666666666666666,0.25,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Elias Theodorou,Trevor Smith,0,0,77,41,0.55,0.5,140,82,0 of 0,3 of 11,0.0,0.27,0,0,0,0,241,262,0.391304347826087,0.07142857142857142,0.7142857142857143,0.75,0.75,1.0,7,2,8,7,2,0,r,False,Decision - Unanimous,Middleweight,3,5,0.6896551724137931,0.6666666666666666,0.3888888888888889,0.14285714285714285,0.391304347826087,0.07142857142857142,0.7142857142857143,0.75,0.75,1.0,0.6666666666666666,0.0,0.6153846153846154
Demian Maia,Kamaru Usman,0,1,27,66,0.31,0.31,33,97,0 of 15,0 of 0,0.0,0.0,0,0,0,0,121,259,0.2857142857142857,0.3235294117647059,0.5,0.5,0.0,0.5,6,10,0,0,1,3,b,False,Decision - Unanimous,Welterweight,5,5,0.35106382978723405,0.3975409836065574,0.2727272727272727,0.3225806451612903,0.2857142857142857,0.3235294117647059,0.5,0.5,0.0,0.5,1.0,0.6,0.0
Alexa Grasso,Tatiana Suarez,0,0,6,2,0.75,0.22,21,4,0 of 0,2 of 3,0.0,0.66,0,1,0,0,0,101,0.8,0.14285714285714285,0.6666666666666666,0.0,0.0,1.0,0,1,4,0,2,1,b,False,Submission,Women's Strawweight,1,2,0.9130434782608695,0.36363636363636365,0.0,0.125,0.8,0.14285714285714285,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,1.0
Jared Cannonier,Dominick Reyes,0,1,6,20,0.28,0.38,10,21,0 of 0,0 of 1,0.0,0.0,0,0,0,0,0,0,0.2222222222222222,0.21212121212121213,0.0,0.45454545454545453,1.0,1.0,6,19,0,1,0,0,b,False,KO/TKO,Light Heavyweight,1,2,0.38461538461538464,0.39622641509433965,0.3,0.3877551020408163,0.2222222222222222,0.21212121212121213,0.0,0.45454545454545453,1.0,1.0,0.0,0.0,0.0
Diego Rivas,Guido Cannetti,0,0,22,25,0.47,0.47,26,44,2 of 5,1 of 3,0.4,0.33,1,1,0,1,183,356,0.4090909090909091,0.10526315789473684,0.4166666666666667,0.25,0.6666666666666666,1.0,6,6,10,2,0,0,b,False,Decision - Unanimous,Bantamweight,3,5,0.52,0.5866666666666667,0.23076923076923078,0.25,0.4090909090909091,0.10526315789473684,0.4166666666666667,0.25,0.6666666666666666,1.0,0.0,0.0,0.9090909090909091
Veronica Macedo,Andrea Lee,0,0,24,56,0.32,0.6,42,87,1 of 1,3 of 5,1.0,0.6,1,2,0,0,103,484,0.18518518518518517,0.5,0.25,1.0,1.0,0.8,8,6,0,4,1,5,b,False,Decision - Unanimous,Women's Flyweight,3,5,0.42,0.6641221374045801,0.2962962962962963,0.6,0.18518518518518517,0.5,0.25,1.0,1.0,0.8,0.14285714285714285,0.625,0.0
Vicente Luque,Chad Laprise,1,0,14,13,0.4,0.44,14,14,0 of 0,0 of 1,0.0,0.0,0,0,0,0,0,51,0.34615384615384615,0.2857142857142857,0.3333333333333333,1.0,0.6666666666666666,0.8,10,9,1,4,3,0,r,False,KO/TKO,Welterweight,1,4,0.4,0.4666666666666667,0.3333333333333333,0.36,0.34615384615384615,0.2857142857142857,0.3333333333333333,1.0,0.6666666666666666,0.8,0.75,0.0,1.0
Zak Cummings,Michel Prazeres,0,0,28,30,0.3,0.39,62,32,0 of 0,3 of 9,0.0,0.33,0,0,0,0,133,164,0.19230769230769232,0.34782608695652173,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,8,10,7,1,0,0,b,False,Decision - Split,Welterweight,3,5,0.484375,0.41025641025641024,0.24242424242424243,0.35714285714285715,0.19230769230769232,0.34782608695652173,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,1.0
Brandon Moreno,Alexandre Pantoja,0,0,45,79,0.33,0.47,50,96,2 of 7,0 of 0,0.28,0.0,0,0,0,0,16,72,0.22857142857142856,0.45714285714285713,0.5,0.25,1.0,1.0,9,20,1,0,0,0,b,False,Decision - Unanimous,Flyweight,3,5,0.35714285714285715,0.5133689839572193,0.25,0.4444444444444444,0.22857142857142856,0.45714285714285713,0.5,0.25,1.0,1.0,0.0,0.0,0.5
Poliana Botelho,Syuri Kondo,1,0,9,2,0.69,0.66,9,2,0 of 0,0 of 0,0.0,0.0,0,0,0,0,5,0,0.7,0.0,0.5,0.0,1.0,1.0,3,2,0,0,6,0,r,False,KO/TKO,Women's Strawweight,1,0,0.6923076923076923,0.6666666666666666,0.5,0.6666666666666666,0.7,0.0,0.5,0.0,1.0,1.0,0.8571428571428571,0.0,0.0
Gabriel Benitez,Humberto Bandenay,1,0,9,2,0.47,1.0,9,2,1 of 1,0 of 0,1.0,0.0,0,1,0,0,24,0,0.4117647058823529,1.0,1.0,0.0,1.0,1.0,2,2,0,0,7,0,r,False,KO/TKO,Featherweight,1,0,0.47368421052631576,1.0,0.3333333333333333,1.0,0.4117647058823529,1.0,1.0,0.0,1.0,1.0,0.5384615384615384,0.0,0.0
Enrique Barzola,Brandon Davis,0,0,51,29,0.54,0.33,89,39,10 of 15,0 of 1,0.66,0.0,1,0,0,0,433,53,0.4482758620689655,0.21951219512195122,0.6666666666666666,0.3333333333333333,1.0,0.75,12,12,1,1,6,0,r,False,Decision - Unanimous,Featherweight,3,5,0.5973154362416108,0.38235294117647056,0.46153846153846156,0.2553191489361702,0.4482758620689655,0.21951219512195122,0.6666666666666666,0.3333333333333333,1.0,0.75,0.8571428571428571,0.0,0.3333333333333333
Henry Briones,Frankie Saenz,0,1,44,66,0.42,0.55,58,84,0 of 0,4 of 10,0.0,0.4,1,0,0,0,8,250,0.21428571428571427,0.5909090909090909,0.8,0.5,1.0,0.5,7,5,1,4,0,7,b,False,Decision - Unanimous,Bantamweight,3,5,0.4715447154471545,0.6086956521739131,0.3684210526315789,0.35714285714285715,0.21428571428571427,0.5909090909090909,0.8,0.5,1.0,0.5,0.0,0.7,1.0
Claudio Puelles,Felipe Silva,0,1,16,70,0.32,0.53,16,103,2 of 7,1 of 1,0.28,1.0,1,0,0,0,88,172,0.08333333333333333,0.5909090909090909,0.0,1.0,1.0,0.6666666666666666,2,10,0,0,0,9,r,False,Submission,Lightweight,3,2,0.32653061224489793,0.6023391812865497,0.15384615384615385,0.5882352941176471,0.08333333333333333,0.5909090909090909,0.0,1.0,1.0,0.6666666666666666,0.0,0.75,0.0
Amanda Nunes,Raquel Pennington,0,0,124,64,0.48,0.37,152,79,3 of 4,1 of 8,0.75,0.12,0,0,0,0,269,133,0.6428571428571429,0.4,0.3333333333333333,1.0,0.0,1.0,8,7,0,0,11,0,r,False,KO/TKO,Women's Bantamweight,5,2,0.5277777777777778,0.42473118279569894,0.42105263157894735,0.5384615384615384,0.6428571428571429,0.4,0.3333333333333333,1.0,0.0,1.0,0.7857142857142857,0.0,0.0
Jacare Souza,Kelvin Gastelum,0,1,64,53,0.55,0.36,78,57,1 of 9,0 of 0,0.11,0.0,1,0,1,0,208,35,0.43333333333333335,0.3333333333333333,0.8333333333333334,0.5,1.0,0.0,18,20,1,2,0,0,b,False,Decision - Split,Middleweight,3,5,0.6046511627906976,0.3825503355704698,0.5142857142857142,0.3225806451612903,0.43333333333333335,0.3333333333333333,0.8333333333333334,0.5,1.0,0.0,0.0,0.0,0.5
Mackenzie Dern,Amanda Cooper,1,0,15,6,0.46,0.24,16,6,0 of 0,0 of 0,0.0,0.0,1,0,0,0,9,0,0.4666666666666667,0.20833333333333334,0.5,0.0,0.0,1.0,9,6,0,0,6,0,r,False,Submission,Women's Strawweight,1,2,0.48484848484848486,0.24,0.375,0.24,0.4666666666666667,0.20833333333333334,0.5,0.0,0.0,1.0,0.75,0.0,0.0
John Lineker,Brian Kelleher,2,0,102,50,0.43,0.36,113,58,0 of 0,1 of 6,0.0,0.16,1,0,0,0,67,43,0.4090909090909091,0.32558139534883723,0.375,0.2,0.0,0.0,20,14,1,0,0,1,r,False,KO/TKO,Bantamweight,3,3,0.46311475409836067,0.3945578231292517,0.39215686274509803,0.2916666666666667,0.4090909090909091,0.32558139534883723,0.375,0.2,0.0,0.0,0.0,1.0,0.5
Vitor Belfort,Lyoto Machida,0,1,2,11,0.16,0.5,2,11,0 of 0,0 of 0,0.0,0.0,0,0,0,0,0,0,0.5,0.25,0.0,0.0,0.0,0.0,1,1,0,0,0,0,b,False,KO/TKO,Middleweight,2,1,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cezar Ferreira,Karl Roberson,0,0,5,4,0.83,0.66,14,20,2 of 3,0 of 0,0.66,0.0,1,0,0,0,260,0,0.8,0.6,1.0,0.0,0.0,1.0,1,1,0,2,4,1,r,False,Submission,Middleweight,1,4,0.875,0.7692307692307693,1.0,0.3333333333333333,0.8,0.6,1.0,0.0,0.0,1.0,0.8,1.0,0.0
Aleksei Oleinik,Junior Albini,0,0,10,10,0.58,0.66,10,10,0 of 3,1 of 1,0.0,1.0,1,0,0,0,15,12,0.5,0.6363636363636364,0.6666666666666666,0.6666666666666666,1.0,1.0,10,9,0,1,0,0,r,False,Submission,Heavyweight,1,1,0.5882352941176471,0.6666666666666666,0.5882352941176471,0.6923076923076923,0.5,0.6363636363636364,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.0,0.0
Davi Ramos,Nick Hein,0,0,6,1,0.5,0.16,13,1,1 of 1,0 of 0,1.0,0.0,1,0,0,0,130,7,0.5555555555555556,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,5,1,0,0,1,0,r,False,Submission,Lightweight,1,4,0.6190476190476191,0.16666666666666666,0.45454545454545453,0.16666666666666666,0.5555555555555556,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0
Elizeu Zaleski dos Santos,Sean Strickland,1,0,15,14,0.25,0.38,18,14,0 of 1,0 of 0,0.0,0.0,0,0,0,0,6,0,0.21951219512195122,0.37142857142857144,0.25,0.0,0.4444444444444444,1.0,9,13,0,1,6,0,r,False,KO/TKO,Welterweight,1,3,0.2857142857142857,0.3888888888888889,0.2,0.37142857142857144,0.21951219512195122,0.37142857142857144,0.25,0.0,0.4444444444444444,1.0,0.46153846153846156,0.0,0.0
Warlley Alves,Sultan Aliev,0,0,29,12,0.58,0.42,54,14,0 of 1,1 of 3,0.0,0.33,0,0,0,0,204,127,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.5,0.6666666666666666,0.0,2,3,6,1,0,0,r,False,TKO - Doctor's Stoppage,Welterweight,2,5,0.6923076923076923,0.4666666666666667,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.5,0.6666666666666666,0.0,0.0,0.0,0.75
Thales Leites,Jack Hermansson,0,0,11,35,0.64,0.62,20,49,3 of 9,3 of 3,0.33,1.0,3,1,0,0,461,126,0.0,0.85,0.0,0.0,0.0,0.0,0,1,0,0,0,16,b,False,KO/TKO,Middleweight,3,2,0.7407407407407407,0.6901408450704225,0.0,1.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,0.0
Alberto Mina,Ramazan Emeev,0,0,12,39,0.14,0.46,16,54,1 of 5,3 of 6,0.2,0.5,0,0,0,0,5,306,0.08108108108108109,0.4,0.0,1.0,1.0,1.0,4,12,0,2,0,0,b,False,Decision - Unanimous,Welterweight,3,5,0.1839080459770115,0.54,0.09090909090909091,0.48,0.08108108108108109,0.4,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Markus Perez,James Bochnovic,0,0,4,3,1.0,0.5,13,4,1 of 1,0 of 1,1.0,0.0,2,0,0,0,197,59,1.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0,1,1,1,3,1,r,False,Submission,Middleweight,1,4,0.8125,0.5,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.0
Edson Barboza,Kevin Lee,0,0,51,142,0.48,0.58,64,233,0 of 1,4 of 9,0.0,0.44,0,0,0,0,10,901,0.42105263157894735,0.5185185185185185,0.7777777777777778,0.0,0.5,0.0,16,14,0,0,0,0,b,False,TKO - Doctor's Stoppage,Lightweight,5,2,0.5378151260504201,0.6773255813953488,0.5333333333333333,0.5185185185185185,0.42105263157894735,0.5185185185185185,0.7777777777777778,0.0,0.5,0.0,0.0,0.0,0.0
Frankie Edgar,Cub Swanson,0,0,58,48,0.42,0.36,60,50,0 of 8,0 of 0,0.0,0.0,0,0,0,0,51,0,0.43333333333333335,0.3448275862068966,0.5,0.7142857142857143,1.0,1.0,19,13,2,4,0,0,r,False,Decision - Unanimous,Featherweight,3,5,0.4316546762589928,0.3787878787878788,0.5428571428571428,0.3939393939393939,0.43333333333333335,0.3448275862068966,0.5,0.7142857142857143,1.0,1.0,0.0,0.0,0.4
Justin Willis,Chase Sherman,1,0,76,69,0.69,0.5,118,112,1 of 2,0 of 0,0.5,0.0,0,0,0,0,180,122,0.6521739130434783,0.4722222222222222,1.0,0.7222222222222222,0.0,0.5,16,17,1,14,0,0,r,False,Decision - Unanimous,Heavyweight,3,5,0.7712418300653595,0.6222222222222222,0.6666666666666666,0.4146341463414634,0.6521739130434783,0.4722222222222222,1.0,0.7222222222222222,0.0,0.5,0.0,0.0,1.0
David Branch,Thiago Santos,1,0,5,14,0.33,0.48,5,14,0 of 1,0 of 0,0.0,0.0,0,0,0,0,2,0,0.35714285714285715,0.23529411764705882,0.0,0.6666666666666666,0.0,0.8888888888888888,1,14,0,0,4,0,r,False,KO/TKO,Middleweight,1,2,0.3333333333333333,0.4827586206896552,0.09090909090909091,0.4827586206896552,0.35714285714285715,0.23529411764705882,0.0,0.6666666666666666,0.0,0.8888888888888888,1.0,0.0,0.0
Aljamain Sterling,Brett Johns,0,0,89,27,0.58,0.3,117,56,3 of 9,1 of 5,0.33,0.2,0,0,1,0,82,391,0.5263157894736842,0.3333333333333333,0.75,1.0,0.8333333333333334,0.0,6,3,13,3,8,0,r,False,Decision - Unanimous,Bantamweight,3,5,0.6464088397790055,0.47058823529411764,0.42857142857142855,0.23076923076923078,0.5263157894736842,0.3333333333333333,0.75,1.0,0.8333333333333334,0.0,0.7272727272727273,0.0,0.8125
Jim Miller,Dan Hooker,0,1,10,24,0.5,0.54,13,24,1 of 2,0 of 0,0.5,0.0,0,0,0,0,27,13,0.375,0.45454545454545453,1.0,1.0,1.0,0.7142857142857143,8,23,2,0,0,1,b,False,KO/TKO,Lightweight,1,3,0.5652173913043478,0.5454545454545454,0.47058823529411764,0.5348837209302325,0.375,0.45454545454545453,1.0,1.0,1.0,0.7142857142857143,0.0,1.0,0.6666666666666666
Ryan LaFlare,Alex Garcia,0,0,24,11,0.5,0.2,47,21,1 of 6,5 of 7,0.16,0.71,0,0,1,0,268,246,0.35714285714285715,0.05263157894736842,1.0,1.0,0.0,1.0,10,3,0,0,0,0,r,False,Decision - Unanimous,Welterweight,3,5,0.6619718309859155,0.3181818181818182,0.5263157894736842,0.14285714285714285,0.35714285714285715,0.05263157894736842,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Merab Dvalishvili,Ricky Simon,1,0,61,34,0.29,0.33,82,38,6 of 22,2 of 7,0.27,0.28,0,1,0,1,162,166,0.20408163265306123,0.13043478260869565,0.5,1.0,0.6666666666666666,1.0,13,5,2,0,0,0,b,False,KO/TKO,Bantamweight,3,5,0.351931330472103,0.35185185185185186,0.24074074074074073,0.21739130434782608,0.20408163265306123,0.13043478260869565,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,0.5
Siyar Bahadurzada,Luan Chagas,1,0,33,11,0.51,0.29,61,31,1 of 1,0 of 1,1.0,0.0,0,0,0,1,100,154,0.30303030303030304,0.22727272727272727,1.0,0.2,1.0,0.5,20,8,1,0,0,0,r,False,KO/TKO,Welterweight,2,2,0.648936170212766,0.5344827586206896,0.47619047619047616,0.25806451612903225,0.30303030303030304,0.22727272727272727,1.0,0.2,1.0,0.5,0.0,0.0,0.5
Corey Anderson,Patrick Cummins,0,0,64,31,0.53,0.31,99,44,12 of 13,0 of 1,0.92,0.0,0,0,0,0,482,30,0.5,0.4,0.0,0.25,0.0,0.0,2,3,2,2,1,0,r,False,Decision - Unanimous,Light Heavyweight,3,5,0.6111111111111112,0.3893805309734513,0.25,0.25,0.5,0.4,0.0,0.25,0.0,0.0,1.0,0.0,1.0
Anthony Rocco Martin,Keita Nakamura,0,0,56,24,0.42,0.28,65,26,0 of 0,2 of 5,0.0,0.4,2,0,1,0,32,98,0.4222222222222222,0.09090909090909091,1.0,1.0,0.0,0.0,16,4,2,0,3,0,r,False,Decision - Unanimous,Welterweight,3,5,0.45774647887323944,0.3058823529411765,0.4,0.16666666666666666,0.4222222222222222,0.09090909090909091,1.0,1.0,0.0,0.0,1.0,0.0,0.5
Dustin Poirier,Justin Gaethje,0,0,174,115,0.49,0.54,179,116,0 of 5,0 of 0,0.0,0.0,0,0,0,0,6,64,0.75,0.16666666666666666,0.0,0.0,0.0,1.0,16,2,2,0,0,0,r,False,KO/TKO,Lightweight,4,0,0.5014005602240896,0.5446009389671361,0.7272727272727273,0.25,0.75,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Carlos Condit,Alex Oliveira,0,0,12,9,0.66,0.39,42,22,1 of 1,3 of 3,1.0,1.0,1,1,1,0,171,224,0.5,0.47058823529411764,1.0,0.0,0.0,0.0,2,1,0,0,5,7,b,False,Submission,Welterweight,2,3,0.8571428571428571,0.5945945945945946,0.3333333333333333,0.3333333333333333,0.5,0.47058823529411764,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,0.0
Israel Adesanya,Marvin Vettori,0,0,57,46,0.46,0.29,67,60,0 of 1,2 of 6,0.0,0.33,0,0,0,0,0,198,0.42105263157894735,0.21875,1.0,1.0,0.0,1.0,10,12,0,1,0,0,r,False,Decision - Split,Middleweight,3,5,0.5,0.35502958579881655,0.47619047619047616,0.32432432432432434,0.42105263157894735,0.21875,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Michelle Waterson,Cortney Casey,0,0,61,36,0.72,0.37,77,64,3 of 4,0 of 1,0.75,0.0,0,3,0,0,363,102,0.6428571428571429,0.1724137931034483,1.0,1.0,1.0,1.0,18,4,1,2,3,3,r,False,Decision - Split,Women's Strawweight,3,5,0.7475728155339806,0.5079365079365079,0.782608695652174,0.14285714285714285,0.6428571428571429,0.1724137931034483,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tim Boetsch,Antonio Carlos Junior,0,0,7,31,0.38,0.64,13,35,0 of 0,1 of 2,0.0,0.5,0,1,0,0,5,90,0.2857142857142857,0.575,0.5,1.0,1.0,1.0,7,20,0,2,0,9,b,False,Submission,Middleweight,1,4,0.5416666666666666,0.6730769230769231,0.3888888888888889,0.5882352941176471,0.2857142857142857,0.575,0.5,1.0,1.0,1.0,0.0,0.75,0.0
Muslim Salikhov,Ricky Rainey,1,0,25,19,0.52,0.43,26,21,0 of 2,0 of 1,0.0,0.0,0,0,0,0,20,5,0.5714285714285714,0.375,1.0,0.6666666666666666,1.0,0.75,14,6,0,2,3,0,r,False,KO/TKO,Welterweight,2,4,0.5306122448979592,0.45652173913043476,0.7,0.46153846153846156,0.5714285714285714,0.375,1.0,0.6666666666666666,1.0,0.75,1.0,0.0,0.0
Wilson Reis,John Moraga,0,0,12,46,0.19,0.5,61,69,8 of 16,0 of 0,0.5,0.0,0,1,0,2,463,42,0.23076923076923078,0.5,0.0,1.0,1.0,1.0,4,8,0,1,0,4,b,False,Decision - Unanimous,Flyweight,3,5,0.48031496062992124,0.5948275862068966,0.2857142857142857,0.47058823529411764,0.23076923076923078,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0
Krzysztof Jotko,Brad Tavares,0,1,24,46,0.32,0.47,40,62,0 of 3,0 of 1,0.0,0.0,0,0,0,0,45,152,0.2,0.5416666666666666,0.0,0.5,0.0,1.0,5,11,0,3,0,6,b,False,KO/TKO,Middleweight,3,2,0.4444444444444444,0.5391304347826087,0.23809523809523808,0.6111111111111112,0.2,0.5416666666666666,0.0,0.5,0.0,1.0,0.0,0.6,0.0
Gilbert Burns,Dan Moret,1,0,31,20,0.47,0.34,39,20,2 of 2,0 of 0,1.0,0.0,0,0,0,0,84,0,0.47368421052631576,0.1,0.6666666666666666,1.0,0.0,1.0,11,4,0,0,0,0,r,False,KO/TKO,Lightweight,2,0,0.527027027027027,0.3448275862068966,0.5,0.3076923076923077,0.47368421052631576,0.1,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0
Shana Dobson,Lauren Mueller,0,0,68,58,0.33,0.37,74,70,1 of 4,2 of 2,0.25,1.0,0,0,0,0,44,168,0.15789473684210525,0.3055555555555556,0.8,0.6,1.0,1.0,17,14,3,3,0,0,b,False,Decision - Unanimous,Women's Flyweight,3,5,0.3474178403755869,0.4093567251461988,0.3269230769230769,0.3783783783783784,0.15789473684210525,0.3055555555555556,0.8,0.6,1.0,1.0,0.0,0.0,1.0
Dhiego Lima,Yushin Okami,0,0,11,15,0.45,0.78,17,57,0 of 0,6 of 13,0.0,0.46,0,0,0,0,5,750,0.0,0.9,0.0,0.0,0.0,1.0,0,1,0,0,0,9,b,False,Decision - Unanimous,Welterweight,3,5,0.5483870967741935,0.8636363636363636,0.0,1.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.9,0.0
Arjan Bhullar,Adam Wieczorek,0,0,9,13,0.5,0.48,42,14,2 of 3,0 of 0,0.66,0.0,0,1,0,0,318,0,0.42857142857142855,0.0,0.0,1.0,0.0,1.0,2,6,1,1,0,0,b,False,Submission,Heavyweight,2,1,0.7,0.5,0.3333333333333333,0.6,0.42857142857142855,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Matthew Lopez,Alejandro Perez,0,0,22,44,0.61,0.44,32,81,3 of 7,0 of 1,0.42,0.0,2,0,0,0,186,28,0.5,0.38095238095238093,1.0,1.0,1.0,0.8,12,33,1,3,0,0,b,False,KO/TKO,Bantamweight,2,3,0.6808510638297872,0.5704225352112676,0.6,0.4714285714285714,0.5,0.38095238095238093,1.0,1.0,1.0,0.8,0.0,0.0,1.0
Luke Sanders,Patrick Williams,1,0,59,61,0.42,0.55,62,68,0 of 0,1 of 5,0.0,0.2,0,0,0,0,79,55,0.40540540540540543,0.3181818181818182,1.0,0.5,0.0,0.8666666666666667,16,21,1,1,0,0,r,False,Decision - Unanimous,Bantamweight,3,5,0.43356643356643354,0.5811965811965812,0.42105263157894735,0.5384615384615384,0.40540540540540543,0.3181818181818182,1.0,0.5,0.0,0.8666666666666667,0.0,0.0,1.0
Khabib Nurmagomedov,Al Iaquinta,0,0,134,41,0.44,0.29,172,43,6 of 15,0 of 1,0.4,0.0,1,0,0,0,633,0,0.46153846153846156,0.3142857142857143,0.0,0.625,0.0,0.0,25,16,0,0,5,0,r,False,Decision - Unanimous,Lightweight,5,5,0.48863636363636365,0.3006993006993007,0.4166666666666667,0.37209302325581395,0.46153846153846156,0.3142857142857143,0.0,0.625,0.0,0.0,0.8333333333333334,0.0,0.0
Rose Namajunas,Joanna Jedrzejczyk,0,0,105,145,0.34,0.4,108,160,1 of 2,0 of 0,0.5,0.0,0,0,0,0,56,0,0.29850746268656714,0.21428571428571427,1.0,0.8,1.0,1.0,23,27,0,1,0,0,r,False,Decision - Unanimous,Women's Strawweight,5,5,0.35526315789473684,0.43010752688172044,0.32857142857142857,0.32926829268292684,0.29850746268656714,0.21428571428571427,1.0,0.8,1.0,1.0,0.0,0.0,0.0
Renato Moicano,Calvin Kattar,0,0,116,41,0.56,0.29,117,41,0 of 0,0 of 2,0.0,0.0,0,0,0,0,0,1,0.532258064516129,0.28,0.7777777777777778,0.6,0.7333333333333333,0.0,50,17,1,0,0,0,r,False,Decision - Unanimous,Featherweight,3,5,0.5652173913043478,0.29285714285714287,0.5882352941176471,0.3090909090909091,0.532258064516129,0.28,0.7777777777777778,0.6,0.7333333333333333,0.0,0.0,0.0,1.0
Zabit Magomedsharipov,Kyle Bochniak,0,0,97,43,0.44,0.26,114,44,5 of 11,0 of 2,0.45,0.0,0,0,0,0,228,40,0.4642857142857143,0.27586206896551724,0.0,1.0,0.0,0.0,24,18,0,0,2,0,r,False,Decision - Unanimous,Featherweight,3,5,0.4810126582278481,0.2682926829268293,0.4444444444444444,0.3,0.4642857142857143,0.27586206896551724,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Joe Lauzon,Chris Gruetzemacher,0,0,48,128,0.35,0.65,49,135,0 of 2,0 of 0,0.0,0.0,0,0,0,0,0,98,0.24,0.6103896103896104,0.5,0.9285714285714286,0.0,1.0,9,39,4,36,0,0,b,False,KO/TKO,Lightweight,2,5,0.35507246376811596,0.6650246305418719,0.23076923076923078,0.6610169491525424,0.24,0.6103896103896104,0.5,0.9285714285714286,0.0,1.0,0.0,0.0,0.2857142857142857
Karolina Kowalkiewicz,Felice Herrig,0,0,126,86,0.5,0.39,140,97,0 of 3,0 of 5,0.0,0.0,0,0,1,0,71,105,0.43478260869565216,0.3888888888888889,0.5555555555555556,0.7272727272727273,0.8333333333333334,0.4,34,30,6,8,0,0,r,False,Decision - Split,Women's Strawweight,3,5,0.5343511450381679,0.42543859649122806,0.4594594594594595,0.4,0.43478260869565216,0.3888888888888889,0.5555555555555556,0.7272727272727273,0.8333333333333334,0.4,0.0,0.0,0.6
