winner,win_con,title_bout,r_fighter,b_fighter,weight_class,r_str_acc,b_str_acc,r_td,b_td,r_SLpM,b_SLpM,r_SApM,b_SApM,r_consec_wins,b_consec_wins,r_wins,b_wins,r_losses,b_losses,r_reach_adv,r_stance,b_stance
r,Submission,False,Alexandr Romanov,Marcos Rogerio de Lima,Heavyweight,0.85,0.62,2,0,1.5,4.5,4.5,1.5,1,1,1,6,0,4,0.0,Southpaw,Orthodox
r,Submission,False,Darren Elkins,Eduardo Garagorri,Featherweight,0.44,0.46,7,0,2.6666666666666665,3.0,3.0,2.6666666666666665,0,0,14,1,8,1,1.0,Orthodox,Orthodox
r,KO/TKO,False,Max Griffin,Ramiz Brahimaj,Welterweight,0.44,0.36,0,0,6.166666666666667,3.75,3.75,6.166666666666667,0,0,3,0,6,0,4.0,Orthodox,Orthodox
r,Submission,False,Gustavo Lopez,Anthony Birchak,Bantamweight,0.6,0.42,2,0,13.0,8.5,8.5,13.0,0,1,0,2,1,2,-2.0,Orthodox,Orthodox
r,KO/TKO,False,Uriah Hall,Anderson Silva,Middleweight,0.54,0.48,0,0,3.75,3.3125,3.3125,3.75,2,0,8,17,7,6,2.0,Orthodox,Southpaw
r,Decision - Unanimous,False,Bryce Mitchell,Andre Fili,Featherweight,0.66,0.37,7,0,3.066666666666667,1.8,1.8,3.066666666666667,4,1,4,9,0,6,-4.0,Southpaw,Orthodox
b,KO/TKO,False,Maurice Greene,Greg Hardy,Heavyweight,0.45,0.62,0,1,2.8333333333333335,7.666666666666667,7.666666666666667,2.8333333333333335,1,1,4,3,2,2,0.0,Orthodox,Orthodox
r,Submission,False,Kevin Holland,Charlie Ontiveros,Middleweight,0.91,1.0,2,0,5.5,1.0,1.0,5.5,3,0,6,0,2,0,3.0,Orthodox,Switch
b,Decision - Unanimous,False,Bobby Green,Thiago Moises,Lightweight,0.48,0.35,2,2,5.666666666666667,2.8,2.8,5.666666666666667,3,1,8,2,5,2,1.0,Orthodox,Orthodox
b,KO/TKO,False,Chris Gruetzemacher,Alexander Hernandez,Lightweight,0.29,0.55,0,0,8.0,29.0,29.0,8.0,1,0,2,3,2,2,-4.0,Orthodox,Orthodox
r,KO/TKO,False,Adrian Yanez,Victor Rodriguez,Bantamweight,0.5,0.46,0,0,8.5,3.0,3.0,8.5,0,0,0,0,0,0,3.0,Orthodox,Switch
r,Decision - Unanimous,False,Sean Strickland,Jack Marshman,Middleweight,0.46,0.19,0,0,7.066666666666666,3.2,3.2,7.066666666666666,1,0,7,3,3,4,3.0,Orthodox,Orthodox
b,Submission,False,Cole Williams,Jason Witt,Welterweight,0.2,0.64,0,2,0.14285714285714285,2.857142857142857,2.857142857142857,0.14285714285714285,0,0,0,0,1,1,3.0,Orthodox,Orthodox
r,KO/TKO,False,Dustin Jacoby,Justin Ledet,Light Heavyweight,0.57,0.32,0,0,11.0,5.0,5.0,11.0,0,0,0,3,2,3,-4.0,Orthodox,Orthodox
r,KO/TKO,False,Miles Johns,Kevin Natividad,Bantamweight,0.45,0.24,0,0,4.0,2.75,2.75,4.0,0,0,1,0,1,0,-4.0,Orthodox,Orthodox
r,Submission,True,Khabib Nurmagomedov,Justin Gaethje,Lightweight,0.32,0.64,2,0,4.333333333333333,4.833333333333333,4.833333333333333,4.333333333333333,12,4,12,5,0,2,0.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Robert Whittaker,Jared Cannonier,Middleweight,0.45,0.59,0,0,4.6,3.533333333333333,3.533333333333333,4.6,1,3,12,6,3,4,-4.0,Orthodox,Switch
r,KO/TKO,False,Alexander Volkov,Walt Harris,Heavyweight,0.61,0.27,0,0,7.5,2.6666666666666665,2.6666666666666665,7.5,0,0,5,6,2,7,3.0,Orthodox,Southpaw
b,KO/TKO,False,Jacob Malkoun,Phil Hawes,Middleweight,0.0,0.63,0,0,0.0,7.0,7.0,0.0,0,0,0,0,0,0,-4.0,Orthodox,Orthodox
r,Submission,False,Lauren Murphy,Liliya Shakirova,Women's Flyweight,0.25,0.3,1,0,2.75,2.875,2.875,2.75,3,0,5,0,4,0,2.0,Orthodox,Orthodox
r,KO/TKO,False,Magomed Ankalaev,Ion Cutelaba,Light Heavyweight,0.51,0.3,0,0,5.25,2.75,2.75,5.25,4,0,4,4,1,4,0.0,Orthodox,Southpaw
b,KO/TKO,False,Stefan Struve,Tai Tuivasa,Heavyweight,0.68,0.64,0,0,3.25,6.75,6.75,3.25,0,0,13,3,10,3,9.0,Orthodox,Southpaw
b,Decision - Unanimous,False,Nathaniel Wood,Casey Kenney,Catch Weight,0.42,0.49,0,2,9.066666666666666,8.2,8.2,9.066666666666666,1,2,4,4,1,1,1.0,Orthodox,Southpaw
b,Submission,False,Alex Oliveira,Shavkat Rakhmonov,Welterweight,0.5,0.52,0,0,2.25,3.25,3.25,2.25,2,0,11,0,6,0,-1.0,Orthodox,Orthodox
b,TKO - Doctor's Stoppage,False,Liana Jojua,Miranda Maverick,Women's Flyweight,0.37,0.51,0,0,6.0,9.8,9.8,6.0,1,0,1,0,1,0,-3.0,Orthodox,Southpaw
r,Submission,False,Joel Alvarez,Alexander Yakovlev,Lightweight,0.66,1.0,0,1,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,2,0,2,3,1,5,3.0,Orthodox,Southpaw
r,Decision - Unanimous,False,Brian Ortega,Chan Sung Jung,Featherweight,0.59,0.38,3,0,5.08,2.48,2.48,5.08,0,2,6,6,1,2,-3.0,Switch,Orthodox
b,KO/TKO,False,Katlyn Chookagian,Jessica Andrade,Women's Flyweight,0.35,0.65,0,2,4.75,7.0,7.0,4.75,1,0,7,11,3,6,6.0,Orthodox,Orthodox
r,KO/TKO,False,Jimmy Crute,Modestas Bukauskas,Light Heavyweight,0.7,0.41,0,0,8.5,3.5,3.5,8.5,1,1,3,1,1,0,-4.0,Orthodox,Switch
b,Decision - Unanimous,False,Claudio Silva,James Krause,Welterweight,0.29,0.59,2,0,4.266666666666667,6.266666666666667,6.266666666666667,4.266666666666667,5,0,5,8,0,4,-2.0,Southpaw,Orthodox
b,Decision - Unanimous,False,Thomas Almeida,Jonathan Martinez,Featherweight,0.37,0.35,0,0,4.266666666666667,4.866666666666666,4.866666666666666,4.266666666666667,0,1,5,3,3,2,0.0,Southpaw,Southpaw
b,Decision - Split,False,Mateusz Gamrot,Guram Kutateladze,Lightweight,0.41,0.43,5,0,3.466666666666667,2.466666666666667,2.466666666666667,3.466666666666667,0,0,0,0,0,0,-2.0,Southpaw,Orthodox
r,Decision - Unanimous,False,Gillian Robertson,Poliana Botelho,Women's Flyweight,0.58,0.51,3,0,3.8,1.4666666666666666,1.4666666666666666,3.8,1,1,5,3,2,1,-4.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Junyong Park,John Phillips,Middleweight,0.47,0.35,4,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1,0,1,1,1,4,-2.0,Orthodox,Southpaw
b,Decision - Unanimous,False,Jamie Mullarkey,Fares Ziam,Lightweight,0.27,0.52,5,1,1.3333333333333333,3.1333333333333333,3.1333333333333333,1.3333333333333333,0,0,0,0,1,1,-1.0,Orthodox,Orthodox
b,KO/TKO,False,Gadzhimurad Antigulov,Maxim Grishin,Light Heavyweight,0.52,0.44,1,1,1.3333333333333333,3.7777777777777777,3.7777777777777777,1.3333333333333333,0,0,2,0,3,1,-8.0,Orthodox,Orthodox
r,KO/TKO,False,Said Nurmagomedov,Mark Striegl,Bantamweight,0.75,0.42,0,0,18.0,3.0,3.0,18.0,0,0,2,0,1,0,0.0,Orthodox,Southpaw
b,KO/TKO,False,Marlon Moraes,Cory Sandhagen,Bantamweight,0.28,0.43,1,0,2.3333333333333335,6.333333333333333,6.333333333333333,2.3333333333333335,1,0,5,5,2,1,-3.0,Orthodox,Switch
r,Decision - Unanimous,False,Edson Barboza,Makwan Amirkhani,Featherweight,0.43,0.28,0,3,2.1333333333333333,0.7333333333333333,0.7333333333333333,2.1333333333333333,0,1,14,6,9,2,3.0,Orthodox,Southpaw
b,Decision - Unanimous,False,Ben Rothwell,Marcin Tybura,Heavyweight,0.32,0.51,0,1,5.933333333333334,6.266666666666667,6.266666666666667,5.933333333333334,2,2,8,6,6,5,0.0,Orthodox,Orthodox
b,KO/TKO,False,Markus Perez,Dricus Du Plessis,Middleweight,0.32,0.44,0,0,4.666666666666667,8.666666666666666,8.666666666666666,4.666666666666667,0,0,2,0,3,0,-3.0,Orthodox,Switch
r,KO/TKO,False,Tom Aspinall,Alan Baudot,Heavyweight,0.64,0.25,1,0,16.0,3.0,3.0,16.0,1,0,1,0,0,0,-1.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Youssef Zalal,Ilia Topuria,Featherweight,0.32,0.39,0,5,1.1333333333333333,0.8666666666666667,0.8666666666666667,1.1333333333333333,3,0,3,0,0,0,3.0,Switch,Orthodox
r,KO/TKO,False,Tom Breese,KB Bhullar,Middleweight,0.62,0.13,0,0,17.0,2.0,2.0,17.0,0,0,4,0,2,0,-5.0,Southpaw,Switch
r,KO/TKO,False,Chris Daukaus,Rodrigo Nascimento,Heavyweight,0.61,0.25,0,0,13.0,1.0,1.0,13.0,1,1,1,1,0,0,-4.0,Orthodox,Orthodox
b,KO/TKO,False,Impa Kasanganay,Joaquin Buckley,Middleweight,0.35,0.3,0,1,4.0,4.142857142857143,4.142857142857143,4.0,1,0,1,0,0,1,-1.0,Orthodox,Southpaw
b,Decision - Unanimous,False,Ali AlQaisi,Tony Kelley,Bantamweight,0.43,0.37,5,0,1.9333333333333333,1.5333333333333334,1.5333333333333334,1.9333333333333333,0,0,0,0,1,1,-2.0,Orthodox,Switch
r,Decision - Unanimous,False,Giga Chikadze,Omar Morales,Featherweight,0.41,0.26,0,0,4.333333333333333,2.2666666666666666,2.2666666666666666,4.333333333333333,3,2,3,2,0,0,1.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Tracy Cortez,Stephanie Egger,Women's Bantamweight,0.47,0.31,3,1,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1,0,1,0,0,0,-3.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Bruno Silva,Tagir Ulanbekov,Flyweight,0.41,0.37,4,5,3.1333333333333333,3.066666666666667,3.066666666666667,3.1333333333333333,0,0,0,0,1,0,-5.0,Orthodox,Southpaw
r,Decision - Unanimous,False,Holly Holm,Irene Aldana,Women's Bantamweight,0.51,0.37,5,0,6.16,2.76,2.76,6.16,1,2,6,5,5,3,1.0,Southpaw,Orthodox
b,Decision - Unanimous,False,Yorgan De Castro,Carlos Felipe,Heavyweight,0.48,0.44,0,0,3.2,5.2,5.2,3.2,0,0,1,0,1,1,-1.0,Orthodox,Orthodox
r,Submission,False,Germaine de Randamie,Julianna Pena,Women's Bantamweight,0.4,0.29,0,3,2.8461538461538463,2.076923076923077,2.076923076923077,2.8461538461538463,0,1,6,5,2,1,2.0,Orthodox,Orthodox
r,KO/TKO,False,Kyler Phillips,Cameron Else,Bantamweight,0.41,0.36,2,0,6.4,2.2,2.2,6.4,1,0,1,0,0,0,1.0,Orthodox,Switch
b,KO/TKO,False,Dequan Townsend,Dusko Todorovic,Middleweight,0.31,0.63,0,1,1.625,10.625,10.625,1.625,0,0,0,0,3,0,5.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Carlos Condit,Court McGee,Welterweight,0.38,0.46,0,0,5.866666666666666,5.6,5.6,5.866666666666666,0,0,7,8,9,8,0.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Jordan Williams,Nassourdine Imavov,Middleweight,0.3,0.61,0,1,2.0,4.533333333333333,4.533333333333333,2.0,0,0,0,0,0,0,0.0,Southpaw,Orthodox
r,Decision - Unanimous,False,Loma Lookboonmee,Jinh Yu Frey,Women's Strawweight,0.58,0.42,0,1,5.333333333333333,1.7333333333333334,1.7333333333333334,5.333333333333333,0,0,1,0,1,1,-4.0,Orthodox,Southpaw
r,Decision - Unanimous,False,Casey Kenney,Heili Alateng,Bantamweight,0.41,0.26,0,0,7.266666666666667,3.066666666666667,3.066666666666667,7.266666666666667,1,2,3,2,1,0,2.0,Southpaw,Orthodox
r,KO/TKO,False,Luigi Vendramini,Jessin Ayari,Lightweight,0.56,0.2,0,0,13.0,2.0,2.0,13.0,0,0,0,1,1,2,0.0,Orthodox,Orthodox
r,KO/TKO,True,Israel Adesanya,Paulo Costa,Middleweight,0.65,0.46,0,0,6.875,1.5,1.5,6.875,8,5,8,5,0,0,8.0,Switch,Orthodox
b,KO/TKO,True,Dominick Reyes,Jan Blachowicz,Light Heavyweight,0.41,0.46,0,0,2.3333333333333335,4.555555555555555,4.555555555555555,2.3333333333333335,0,3,6,9,1,5,-1.0,Southpaw,Orthodox
b,Submission,False,Kai Kara-France,Brandon Royval,Flyweight,0.57,0.54,0,0,4.4,7.8,7.8,4.4,1,1,4,1,1,0,1.0,Orthodox,Southpaw
r,Decision - Unanimous,False,Ketlen Vieira,Sijara Eubanks,Women's Bantamweight,0.39,0.46,2,0,4.533333333333333,4.6,4.6,4.533333333333333,0,2,4,4,1,2,1.0,Orthodox,Orthodox
r,Decision - Split,False,Hakeem Dawodu,Zubaira Tukhugov,Featherweight,0.5,0.37,0,1,4.6,2.3333333333333335,2.3333333333333335,4.6,4,1,4,4,1,1,5.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Brad Riddell,Alex Da Silva,Lightweight,0.4,0.48,1,3,4.466666666666667,3.6,3.6,4.466666666666667,2,1,2,1,0,1,-2.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Diego Sanchez,Jake Matthews,Welterweight,0.3,0.48,0,1,1.6666666666666667,4.8,4.8,1.6666666666666667,1,2,19,9,12,4,-1.0,Southpaw,Orthodox
b,KO/TKO,False,Shane Young,Ludovit Klein,Featherweight,0.57,0.69,0,0,4.0,9.0,9.0,4.0,2,0,2,0,1,0,0.0,Orthodox,Southpaw
r,Decision - Unanimous,False,William Knight,Aleksa Camur,Light Heavyweight,0.7,0.56,4,1,2.533333333333333,1.1333333333333333,1.1333333333333333,2.533333333333333,0,1,0,1,0,0,-1.0,Orthodox,Orthodox
r,Submission,False,Juan Espino,Jeff Hughes,Heavyweight,0.58,0.0,5,0,3.3333333333333335,0.0,0.0,3.3333333333333335,1,0,1,0,0,2,3.0,,Orthodox
b,Decision - Unanimous,False,Khadis Ibragimov,Danilo Marques,Light Heavyweight,0.41,0.72,0,4,1.2666666666666666,1.0666666666666667,1.0666666666666667,1.2666666666666666,0,0,0,0,3,0,1.0,Orthodox,Orthodox
r,KO/TKO,False,Colby Covington,Tyron Woodley,Welterweight,0.54,0.4,3,1,3.7142857142857144,1.619047619047619,1.619047619047619,3.7142857142857144,0,0,10,9,2,4,-2.0,Orthodox,Orthodox
r,KO/TKO,False,Khamzat Chimaev,Gerald Meerschaert,Middleweight,0.66,0.0,0,0,4.0,0.0,0.0,4.0,2,0,2,6,0,5,-2.0,Orthodox,Southpaw
r,KO/TKO,False,Johnny Walker,Ryan Spann,Light Heavyweight,0.86,0.53,0,2,13.0,3.5,3.5,13.0,0,4,3,4,2,0,3.0,Orthodox,Orthodox
r,Submission,False,Mackenzie Dern,Randa Markos,Women's Strawweight,0.69,0.6,0,0,3.0,1.0,1.0,3.0,1,0,3,6,1,7,0.0,Orthodox,Orthodox
r,Decision - Split,False,Kevin Holland,Darren Stewart,Middleweight,0.57,0.51,0,3,4.933333333333334,3.8,3.8,4.933333333333334,2,3,5,5,2,4,7.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Jordan Espinosa,David Dvorak,Flyweight,0.3,0.46,0,0,3.3333333333333335,4.533333333333333,4.533333333333333,3.3333333333333335,1,1,2,1,2,0,1.0,Orthodox,Orthodox
b,Submission,False,Mirsad Bektic,Damon Jackson,Featherweight,0.61,0.46,7,0,1.1818181818181819,1.0909090909090908,1.0909090909090908,1.1818181818181819,0,0,6,0,3,1,-1.0,Orthodox,Switch
r,Submission,False,Mayra Bueno Silva,Mara Romero Borella,Women's Flyweight,0.28,0.66,0,1,1.0,3.0,3.0,1.0,0,0,1,2,1,4,-3.0,Orthodox,Orthodox
r,KO/TKO,False,Jessica-Rose Clark,Sarah Alpar,Women's Bantamweight,0.71,0.4,1,2,5.428571428571429,0.8571428571428571,0.8571428571428571,5.428571428571429,0,0,2,0,2,0,1.0,Orthodox,Southpaw
r,Submission,False,Darrick Minner,TJ Laramie,Featherweight,0.88,0.0,0,0,15.0,0.0,0.0,15.0,0,0,0,0,1,0,3.0,Orthodox,Orthodox
b,KO/TKO,False,Journey Newson,Randy Costa,Bantamweight,0.2,0.66,0,0,1.0,4.0,4.0,1.0,0,1,0,1,1,1,-6.0,Orthodox,Switch
r,Decision - Split,False,Andre Ewell,Irwin Rivera,Bantamweight,0.41,0.46,0,1,8.2,5.4,5.4,8.2,1,1,3,1,2,1,8.0,Southpaw,Southpaw
r,KO/TKO,False,Tyson Nam,Jerome Rivera,Bantamweight,0.5,0.37,0,0,7.2,6.0,6.0,7.2,1,0,1,0,2,0,-4.0,Orthodox,Southpaw
r,Decision - Split,False,Michelle Waterson,Angela Hill,Women's Strawweight,0.39,0.5,1,0,5.12,5.24,5.24,5.12,0,0,5,7,4,8,-2.0,Orthodox,Orthodox
r,KO/TKO,False,Ottman Azaitar,Khama Worthy,Lightweight,0.72,0.11,0,0,16.0,1.0,1.0,16.0,1,2,1,2,0,0,-3.0,Switch,Orthodox
r,Decision - Unanimous,False,Roxanne Modafferi,Andrea Lee,Women's Flyweight,0.35,0.51,4,3,4.0,6.466666666666667,6.466666666666667,4.0,0,0,3,3,5,2,0.0,Orthodox,Orthodox
r,Submission,False,Ed Herman,Mike Rodriguez,Light Heavyweight,0.54,0.71,2,0,3.3333333333333335,7.416666666666667,7.416666666666667,3.3333333333333335,2,1,12,2,10,2,-5.0,Orthodox,Southpaw
r,Decision - Unanimous,False,Bobby Green,Alan Patrick,Lightweight,0.64,0.27,4,1,4.066666666666666,1.2666666666666666,1.2666666666666666,4.066666666666666,2,0,7,5,5,2,-3.0,Orthodox,Southpaw
r,KO/TKO,False,Billy Quarantillo,Kyle Nelson,Featherweight,0.52,0.49,2,0,7.9,5.6,5.6,7.9,2,1,2,1,0,2,-1.0,Orthodox,Switch
b,Decision - Unanimous,False,Julia Avila,Sijara Eubanks,Women's Bantamweight,0.39,0.49,1,3,2.2666666666666666,3.533333333333333,3.533333333333333,2.2666666666666666,2,1,2,3,0,2,1.0,Orthodox,Orthodox
r,Submission,False,Alexandr Romanov,Roque Martinez,Heavyweight,0.37,0.46,4,0,6.111111111111111,0.7777777777777778,0.7777777777777778,6.111111111111111,0,0,0,0,0,0,3.0,Southpaw,Orthodox
b,Submission,False,Brok Weaver,Jalin Turner,Catch Weight,0.7,0.43,1,1,6.222222222222222,7.333333333333333,7.333333333333333,6.222222222222222,0,1,1,2,1,2,-4.0,Southpaw,Southpaw
r,Decision - Unanimous,False,Bryan Barberena,Anthony Ivy,Welterweight,0.5,0.42,0,5,4.2,2.4,2.4,4.2,0,0,5,0,5,1,-2.0,Southpaw,Orthodox
r,Submission,False,Sabina Mazo,Justine Kish,Women's Flyweight,0.47,0.44,0,1,10.076923076923077,7.153846153846154,7.153846153846154,10.076923076923077,2,1,2,3,1,2,6.0,Orthodox,Orthodox
r,KO/TKO,False,Alistair Overeem,Augusto Sakai,Heavyweight,0.8,0.57,3,0,4.6,4.95,4.95,4.6,1,4,11,4,7,0,3.0,Orthodox,Orthodox
r,KO/TKO,False,Ovince Saint Preux,Alonzo Menifield,Light Heavyweight,0.41,0.47,0,0,3.6666666666666665,2.111111111111111,2.111111111111111,3.6666666666666665,0,0,12,2,9,1,4.0,Southpaw,Orthodox
r,Submission,False,Michel Pereira,Zelim Imadaev,Welterweight,0.57,0.25,1,0,6.285714285714286,1.6428571428571428,1.6428571428571428,6.285714285714286,0,0,1,0,2,2,-3.0,Orthodox,Orthodox
r,Submission,False,Andre Muniz,Bartosz Fabinski,Middleweight,0.5,0.62,0,1,2.0,2.5,2.5,2.0,1,0,1,3,0,1,3.0,Southpaw,Orthodox
r,Submission,False,Brian Kelleher,Ray Rodriguez,Featherweight,0.33,0.2,0,1,1.0,1.0,1.0,1.0,0,0,5,0,4,0,-5.0,Switch,Orthodox
r,Decision - Unanimous,False,Viviane Araujo,Montana De La Rosa,Women's Flyweight,0.58,0.39,0,1,5.466666666666667,5.666666666666667,5.666666666666667,5.466666666666667,0,1,2,4,1,1,0.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Cole Smith,Hunter Azure,Bantamweight,0.38,0.75,2,5,2.066666666666667,2.8,2.8,2.066666666666667,0,0,1,1,1,1,-2.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Anthony Smith,Aleksandar Rakic,Light Heavyweight,0.42,0.77,0,0,0.6,2.933333333333333,2.933333333333333,0.6,0,0,8,4,5,1,-2.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Robbie Lawler,Neil Magny,Welterweight,0.57,0.7,0,4,1.7333333333333334,4.133333333333334,4.133333333333334,1.7333333333333334,0,2,13,16,8,6,-6.0,Southpaw,Orthodox
b,Decision - Unanimous,False,Ji Yeon Kim,Alexa Grasso,Women's Flyweight,0.36,0.48,0,1,4.533333333333333,5.866666666666666,5.866666666666666,4.533333333333333,1,0,3,3,2,3,6.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Ricardo Lamas,Bill Algeo,Featherweight,0.66,0.52,5,1,6.933333333333334,5.933333333333334,5.933333333333334,6.933333333333334,0,0,10,0,6,0,-2.0,Orthodox,Switch
b,Decision - Unanimous,False,Maki Pitolo,Impa Kasanganay,Middleweight,0.41,0.42,0,0,4.733333333333333,5.666666666666667,5.666666666666667,4.733333333333333,0,0,1,0,2,0,0.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Alessio Di Chirico,Zak Cummings,Middleweight,0.33,0.38,0,0,3.533333333333333,3.6,3.6,3.533333333333333,0,0,3,8,4,4,-1.0,Orthodox,Southpaw
r,Submission,False,Alex Caceres,Austin Springer,Featherweight,0.58,0.43,0,0,6.0,4.666666666666667,4.666666666666667,6.0,2,0,11,0,10,0,2.0,Southpaw,Orthodox
r,Submission,False,Sean Brady,Christian Aguilera,Welterweight,0.56,0.41,2,0,5.666666666666667,2.6666666666666665,2.6666666666666665,5.666666666666667,2,1,2,1,0,0,0.0,Orthodox,Switch
r,Submission,False,Polyana Viana,Emily Whitmire,Women's Strawweight,0.6,0.18,0,0,9.0,2.0,2.0,9.0,0,0,1,2,3,2,4.0,Orthodox,Orthodox
r,Submission,False,Mallory Martin,Hannah Cifers,Women's Strawweight,0.57,0.49,1,0,3.6666666666666665,8.166666666666666,8.166666666666666,3.6666666666666665,0,0,0,2,1,4,1.0,Orthodox,Orthodox
b,Decision - Split,False,Pedro Munhoz,Frankie Edgar,Bantamweight,0.47,0.37,0,2,6.64,5.4,5.4,6.64,0,0,8,17,4,8,-3.0,Orthodox,Orthodox
b,KO/TKO,False,Marcin Prachnio,Mike Rodriguez,Light Heavyweight,0.7,0.8,0,0,7.0,10.5,10.5,7.0,0,0,0,1,2,2,-8.0,Orthodox,Southpaw
b,Submission,False,Austin Hubbard,Joe Solecki,Lightweight,0.64,0.65,0,0,3.0,4.333333333333333,4.333333333333333,3.0,1,1,2,1,2,0,1.0,Orthodox,Orthodox
b,KO/TKO,False,Mariya Agapova,Shana Dobson,Women's Flyweight,0.47,0.66,2,2,3.6666666666666665,4.0,4.0,3.6666666666666665,1,0,1,1,0,3,-1.0,Southpaw,Orthodox
r,KO/TKO,False,Daniel Rodriguez,Dwight Grant,Welterweight,0.46,0.44,0,0,7.5,15.0,15.0,7.5,2,2,2,2,0,1,-2.0,Southpaw,Switch
r,Decision - Unanimous,False,Amanda Lemos,Inoue Mizuki,Women's Strawweight,0.64,0.6,2,0,5.533333333333333,3.8,3.8,5.533333333333333,1,1,1,1,1,0,0.0,Southpaw,Orthodox
b,TKO - Doctor's Stoppage,False,Ike Villanueva,Jordan Wright,Light Heavyweight,1.0,1.0,0,0,7.0,15.0,15.0,7.0,0,0,0,0,1,0,-4.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Carlton Minus,Matthew Semelsberger,Welterweight,0.42,0.5,0,2,5.133333333333334,7.866666666666666,7.866666666666666,5.133333333333334,0,0,0,0,0,0,,Orthodox,
r,Decision - Unanimous,True,Stipe Miocic,Daniel Cormier,Heavyweight,0.61,0.57,0,1,4.6,4.2,4.2,4.6,1,0,13,11,3,2,8.0,Orthodox,Orthodox
b,KO/TKO,False,Sean O'Malley,Marlon Vera,Bantamweight,0.47,0.6,0,0,2.5,4.5,4.5,2.5,4,0,4,9,0,5,2.0,Switch,Switch
b,KO/TKO,False,Junior Dos Santos,Jairzinho Rozenstruik,Heavyweight,0.54,0.63,0,0,3.0,5.25,5.25,3.0,0,0,15,4,6,1,-1.0,Orthodox,Orthodox
b,KO/TKO,False,Herbert Burns,Daniel Pineda,Featherweight,0.45,0.76,3,1,1.1111111111111112,6.333333333333333,6.333333333333333,1.1111111111111112,2,0,2,3,0,4,4.0,Orthodox,Orthodox
b,Decision - Unanimous,False,John Dodson,Merab Dvalishvili,Bantamweight,0.31,0.37,0,2,1.8,3.3333333333333335,3.3333333333333335,1.8,1,4,10,4,6,2,-2.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Jim Miller,Vinc Pichel,Lightweight,0.35,0.52,2,3,0.9333333333333333,2.7333333333333334,2.7333333333333334,0.9333333333333333,1,1,21,5,13,2,-1.0,Southpaw,Orthodox
b,Submission,False,Felice Herrig,Virna Jandiroba,Women's Strawweight,1.0,0.8,0,1,1.0,4.0,4.0,1.0,0,1,5,1,3,1,1.0,Orthodox,Orthodox
b,Decision - Unanimous,False,TJ Brown,Danny Chavez,Featherweight,0.3,0.44,0,4,2.8666666666666667,3.2666666666666666,3.2666666666666666,2.8666666666666667,0,0,0,0,1,0,5.0,Switch,Orthodox
b,Decision - Unanimous,False,Ashley Yoder,Livinha Souza,Women's Strawweight,0.28,0.65,0,1,2.1333333333333333,3.066666666666667,3.066666666666667,2.1333333333333333,0,0,2,2,4,1,6.0,Southpaw,Orthodox
r,KO/TKO,False,Chris Daukaus,Parker Porter,Heavyweight,0.62,0.32,0,0,9.25,4.25,4.25,9.25,0,0,0,0,0,0,1.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Kai Kamaka,Tony Kelley,Featherweight,0.61,0.5,5,0,7.6,7.6,7.6,7.6,0,0,0,0,0,0,-1.0,Orthodox,Switch
r,KO/TKO,False,Derrick Lewis,Aleksei Oleinik,Heavyweight,0.83,0.33,1,1,7.0,0.4,0.4,7.0,2,2,14,8,5,4,-1.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Omari Akhmedov,Chris Weidman,Middleweight,0.36,0.51,4,5,2.2,1.9333333333333333,1.9333333333333333,2.2,5,0,8,10,3,5,-5.0,Orthodox,Orthodox
b,Submission,False,Maki Pitolo,Darren Stewart,Middleweight,0.38,0.34,1,0,4.0,4.333333333333333,4.333333333333333,4.0,1,2,1,4,1,4,1.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Yana Kunitskaya,Julija Stoliarenko,Women's Bantamweight,0.75,0.23,1,0,2.8666666666666667,0.4,0.4,2.8666666666666667,0,0,2,0,2,1,2.0,Orthodox,
r,KO/TKO,False,Beneil Dariush,Scott Holtzman,Lightweight,0.56,0.5,0,0,9.0,2.25,2.25,9.0,4,2,12,7,4,3,3.0,Southpaw,Orthodox
r,Decision - Unanimous,False,Tim Means,Laureano Staropoli,Welterweight,0.57,0.44,2,0,5.666666666666667,4.733333333333333,4.733333333333333,5.666666666666667,0,0,11,2,9,1,4.0,Orthodox,Orthodox
